                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.86743,                0.50501,                 0.9744,                0.91182,                0.62447,                0.75436,                0.54571,                0.97381,                 0.5799,                 1.1039,              0.0014139,              0.0014139,              0.0014139
                    151,                0.86361,                0.50727,                0.97496,                0.89543,                 0.6328,                0.74988,                0.54832,                0.96553,                0.58647,                 1.0906,                0.00141,                0.00141,                0.00141
                    152,                0.88297,                0.51118,                0.97933,                0.89259,                 0.6303,                0.75098,                0.54183,                0.97583,                0.59344,                 1.1098,               0.001406,               0.001406,               0.001406
                    153,                0.86191,                0.49935,                0.97269,                0.91489,                0.61841,                0.74601,                0.54344,                 0.9769,                0.59464,                 1.1015,               0.001402,               0.001402,               0.001402
                    154,                0.87751,                0.50477,                0.97054,                0.88438,                0.63852,                0.75065,                0.54549,                0.97943,                0.58132,                 1.1083,              0.0013981,              0.0013981,              0.0013981
                    155,                0.87871,                0.50702,                0.97801,                0.87928,                0.64203,                0.75784,                0.54662,                0.98485,                0.58006,                 1.1063,              0.0013941,              0.0013941,              0.0013941
                    156,                0.87628,                0.50717,                0.97612,                0.89163,                0.62936,                0.75271,                0.54147,                0.99226,                0.59755,                 1.1127,              0.0013902,              0.0013902,              0.0013902
                    157,                0.87416,                0.50789,                0.97334,                0.87694,                0.63022,                0.74959,                0.54212,                 1.0012,                0.59009,                 1.1247,              0.0013862,              0.0013862,              0.0013862
                    158,                 0.8543,                0.49918,                0.96849,                0.88721,                0.63489,                0.74951,                0.54661,                0.99149,                0.57947,                 1.1205,              0.0013822,              0.0013822,              0.0013822
                    159,                0.87319,                0.50697,                0.97162,                0.88654,                0.63137,                0.75033,                0.54761,                0.96615,                0.58085,                  1.104,              0.0013783,              0.0013783,              0.0013783
                    160,                0.86551,                0.51172,                0.97851,                0.88549,                0.64625,                 0.7576,                0.54809,                0.97563,                 0.5761,                 1.1046,              0.0013743,              0.0013743,              0.0013743
                    161,                0.86538,                0.50399,                 0.9722,                 0.8885,                0.63251,                0.75322,                0.54743,                0.97734,                0.59288,                  1.117,              0.0013704,              0.0013704,              0.0013704
                    162,                0.86006,                0.49904,                0.97345,                0.90783,                0.63137,                0.75538,                0.54822,                0.97104,                 0.5727,                 1.0976,              0.0013664,              0.0013664,              0.0013664
                    163,                0.85054,                0.49169,                0.96752,                0.90374,                0.63411,                0.75226,                0.54678,                0.98128,                0.58018,                 1.1014,              0.0013624,              0.0013624,              0.0013624
                    164,                0.87122,                0.50714,                0.97585,                0.88583,                0.64196,                0.75351,                0.54593,                0.98007,                 0.5817,                 1.1062,              0.0013585,              0.0013585,              0.0013585
                    165,                0.86585,                0.49873,                0.96918,                0.90696,                0.62216,                0.75061,                0.54148,                 1.0046,                 0.5893,                  1.136,              0.0013545,              0.0013545,              0.0013545
                    166,                0.86169,                 0.4996,                0.97129,                 0.8743,                0.64167,                0.75022,                0.54203,                 1.0069,                0.58216,                 1.1368,              0.0013506,              0.0013506,              0.0013506
                    167,                0.85876,                0.49342,                0.96871,                 0.9011,                0.62062,                0.75154,                0.54585,                0.98981,                0.58372,                 1.1256,              0.0013466,              0.0013466,              0.0013466
                    168,                0.85359,                0.49125,                0.96507,                0.88038,                0.64035,                0.75923,                0.55278,                0.95429,                0.57594,                 1.0912,              0.0013426,              0.0013426,              0.0013426
                    169,                0.85867,                    0.5,                0.96668,                0.91746,                0.62736,                0.75453,                0.54525,                0.98513,                0.58091,                 1.1105,              0.0013387,              0.0013387,              0.0013387
                    170,                0.85629,                0.49053,                0.96076,                0.88427,                0.63418,                0.74541,                0.53955,                 1.0023,                0.59448,                 1.1384,              0.0013347,              0.0013347,              0.0013347
                    171,                0.85493,                0.49151,                0.96432,                0.88534,                0.63204,                0.74425,                0.53925,                0.99473,                0.58198,                 1.1335,              0.0013308,              0.0013308,              0.0013308
                    172,                0.85245,                0.49062,                0.96341,                0.87189,                0.64476,                0.75484,                0.54957,                0.97627,                0.59543,                 1.1141,              0.0013268,              0.0013268,              0.0013268
                    173,                  0.847,                0.48814,                0.96984,                0.89242,                0.63394,                0.75253,                0.54728,                0.98242,                0.58178,                 1.1169,              0.0013228,              0.0013228,              0.0013228
                    174,                0.85058,                0.49158,                0.96564,                 0.8933,                 0.6391,                0.75562,                0.54606,                 0.9896,                0.57522,                 1.1232,              0.0013189,              0.0013189,              0.0013189
                    175,                0.85388,                 0.4877,                0.96439,                0.88903,                0.62828,                 0.7492,                 0.5413,                0.99436,                0.58668,                 1.1228,              0.0013149,              0.0013149,              0.0013149
                    176,                0.85682,                0.48446,                0.96319,                0.88386,                0.64034,                0.75346,                0.53951,                0.99382,                0.56909,                 1.1317,               0.001311,               0.001311,               0.001311
                    177,                0.83977,                0.48042,                0.96676,                0.88955,                0.62466,                0.74791,                0.54208,                0.98848,                 0.5933,                 1.1226,               0.001307,               0.001307,               0.001307
                    178,                0.85744,                0.48887,                0.96896,                0.88787,                 0.6504,                0.76144,                0.55177,                0.96993,                0.56429,                 1.1065,               0.001303,               0.001303,               0.001303
                    179,                0.85077,                0.49088,                0.96816,                0.88714,                0.64482,                0.75974,                0.55059,                0.98301,                0.57121,                 1.1091,              0.0012991,              0.0012991,              0.0012991
                    180,                 0.8521,                0.49055,                0.96651,                0.90344,                0.63566,                0.75956,                0.55258,                0.97544,                0.58155,                 1.1017,              0.0012951,              0.0012951,              0.0012951
                    181,                0.84995,                0.48799,                0.96812,                0.88395,                0.63995,                 0.7525,                0.54466,                0.99007,                 0.5706,                 1.1332,              0.0012912,              0.0012912,              0.0012912
                    182,                  0.849,                0.48875,                0.96441,                0.89821,                0.64224,                0.75959,                0.54948,                0.98293,                0.56658,                 1.1193,              0.0012872,              0.0012872,              0.0012872
                    183,                0.85302,                0.48827,                0.96921,                0.90207,                0.64062,                0.74996,                0.54555,                0.98922,                0.57303,                 1.1124,              0.0012832,              0.0012832,              0.0012832
                    184,                0.86077,                0.48911,                0.96643,                0.89673,                0.63623,                0.75755,                0.55034,                0.98301,                0.57137,                 1.1134,              0.0012793,              0.0012793,              0.0012793
                    185,                0.84767,                0.48128,                 0.9626,                0.89432,                0.63944,                0.75557,                0.55101,                0.99038,                0.57693,                 1.1201,              0.0012753,              0.0012753,              0.0012753
                    186,                 0.8366,                0.48198,                0.95841,                 0.8921,                0.63337,                0.75543,                0.54282,                0.99908,                0.58344,                 1.1304,              0.0012714,              0.0012714,              0.0012714
                    187,                0.83945,                0.48195,                0.96077,                0.89525,                0.62707,                0.75178,                 0.5446,                0.98629,                0.57953,                 1.1246,              0.0012674,              0.0012674,              0.0012674
                    188,                0.83677,                0.47748,                0.95735,                0.88436,                0.62908,                0.74527,                0.54145,                 1.0052,                0.59034,                 1.1415,              0.0012634,              0.0012634,              0.0012634
                    189,                0.83575,                0.47769,                0.95488,                0.87232,                0.64425,                0.74658,                0.54207,                0.98417,                0.57156,                 1.1314,              0.0012595,              0.0012595,              0.0012595
                    190,                0.84071,                0.48414,                0.96144,                0.87115,                0.65398,                0.75717,                0.54951,                0.98948,                0.56832,                 1.1199,              0.0012555,              0.0012555,              0.0012555
                    191,                0.84224,                0.47849,                0.96151,                 0.8858,                0.64826,                 0.7591,                0.55256,                0.98623,                0.56235,                  1.116,              0.0012516,              0.0012516,              0.0012516
                    192,                0.83706,                0.47766,                0.95755,                0.88242,                0.64226,                 0.7549,                0.54627,                0.99348,                0.57895,                 1.1249,              0.0012476,              0.0012476,              0.0012476
                    193,                0.83346,                0.47094,                0.95528,                0.91081,                0.63132,                0.75475,                0.54992,                0.98684,                0.56666,                 1.1275,              0.0012436,              0.0012436,              0.0012436
                    194,                0.83881,                 0.4801,                0.95895,                0.89109,                0.63652,                0.74712,                0.54118,                0.99334,                0.57132,                 1.1296,              0.0012397,              0.0012397,              0.0012397
                    195,                0.84177,                0.47759,                0.96035,                0.90293,                0.63394,                0.75123,                0.54938,                 0.9895,                0.57068,                 1.1251,              0.0012357,              0.0012357,              0.0012357
                    196,                  0.839,                0.47684,                 0.9625,                 0.8681,                0.64568,                0.75313,                0.54593,                0.99226,                0.57732,                  1.124,              0.0012318,              0.0012318,              0.0012318
                    197,                0.84342,                0.48357,                0.95928,                0.87082,                0.64439,                0.75139,                0.54553,                 1.0003,                0.58112,                 1.1336,              0.0012278,              0.0012278,              0.0012278
                    198,                0.84252,                0.47568,                0.95772,                0.89515,                0.63852,                0.75145,                0.54905,                0.99741,                0.56527,                 1.1349,              0.0012238,              0.0012238,              0.0012238
                    199,                0.82875,                0.47187,                0.95745,                0.88663,                0.63795,                0.75328,                0.54804,                0.99499,                0.57336,                 1.1304,              0.0012199,              0.0012199,              0.0012199
                    200,                0.82625,                0.46853,                0.95691,                0.90186,                0.63366,                0.75579,                0.55153,                 0.9893,                0.56223,                 1.1227,              0.0012159,              0.0012159,              0.0012159
                    201,                0.82698,                 0.4685,                0.95473,                  0.892,                 0.6391,                0.76057,                0.55181,                0.98805,                0.55367,                 1.1251,               0.001212,               0.001212,               0.001212
                    202,                0.82149,                0.47163,                 0.9497,                0.86718,                 0.6411,                0.75243,                 0.5489,                 1.0041,                0.57809,                 1.1383,               0.001208,               0.001208,               0.001208
                    203,                0.83825,                0.47206,                0.95181,                0.89422,                0.63852,                0.76237,                 0.5521,                0.99448,                0.56339,                  1.137,               0.001204,               0.001204,               0.001204
                    204,                0.83004,                0.47386,                 0.9491,                0.90627,                0.62262,                0.75008,                0.54329,                 1.0109,                0.56928,                 1.1433,              0.0012001,              0.0012001,              0.0012001
                    205,                 0.8294,                0.46774,                0.95525,                0.90522,                0.62052,                0.74356,                0.54029,                 1.0072,                0.57654,                  1.138,              0.0011961,              0.0011961,              0.0011961
                    206,                0.83134,                0.46875,                0.95481,                0.86311,                0.65283,                0.75271,                0.54382,                 1.0014,                0.56966,                  1.132,              0.0011922,              0.0011922,              0.0011922
                    207,                0.81719,                0.46796,                0.95271,                0.89084,                0.62908,                0.75088,                0.54938,                 1.0007,                0.56256,                 1.1411,              0.0011882,              0.0011882,              0.0011882
                    208,                0.82562,                0.47222,                 0.9519,                0.88939,                0.64224,                0.75919,                0.55408,                0.99174,                0.56058,                 1.1322,              0.0011842,              0.0011842,              0.0011842
                    209,                0.83101,                0.46651,                0.95455,                0.88202,                0.63423,                0.75594,                0.54828,                0.98835,                0.57945,                 1.1346,              0.0011803,              0.0011803,              0.0011803
                    210,                 0.8274,                0.46878,                0.95408,                0.87968,                0.64969,                0.75716,                0.54874,                0.98131,                0.55912,                 1.1166,              0.0011763,              0.0011763,              0.0011763
                    211,                0.82557,                 0.4646,                0.95232,                0.87752,                0.63566,                0.74713,                0.54176,                 0.9982,                0.57254,                 1.1296,              0.0011724,              0.0011724,              0.0011724
                    212,                0.82435,                 0.4647,                0.95057,                0.89555,                0.63559,                0.75999,                0.54796,                0.99528,                0.56096,                 1.1251,              0.0011684,              0.0011684,              0.0011684
                    213,                0.82253,                0.46084,                 0.9514,                0.87598,                0.64024,                0.74775,                 0.5428,                0.99857,                 0.5738,                 1.1345,              0.0011644,              0.0011644,              0.0011644
                    214,                0.82685,                0.46691,                0.95391,                0.89381,                0.62736,                0.74661,                0.54893,                 0.9832,                0.57348,                 1.1243,              0.0011605,              0.0011605,              0.0011605
                    215,                 0.8159,                0.46327,                0.95279,                0.89146,                0.63309,                0.75523,                 0.5437,                  1.013,                0.56624,                 1.1372,              0.0011565,              0.0011565,              0.0011565
                    216,                0.81723,                0.45981,                0.94745,                0.87895,                0.64596,                0.76285,                0.55627,                0.98466,                0.56241,                 1.1103,              0.0011526,              0.0011526,              0.0011526
                    217,                0.80912,                0.45532,                0.94798,                0.86248,                0.65827,                0.76071,                0.55266,                0.98109,                0.55496,                 1.1219,              0.0011486,              0.0011486,              0.0011486
                    218,                0.81025,                0.46025,                0.94791,                0.88563,                0.64273,                0.75699,                0.55248,                0.98925,                0.56677,                 1.1335,              0.0011446,              0.0011446,              0.0011446
                    219,                0.82054,                0.46431,                 0.9512,                0.87653,                0.64167,                0.75876,                0.55095,                0.98316,                0.57153,                 1.1222,              0.0011407,              0.0011407,              0.0011407
                    220,                0.81162,                0.45643,                0.94692,                0.89416,                0.62994,                0.75244,                0.54082,                 1.0126,                0.56773,                 1.1523,              0.0011367,              0.0011367,              0.0011367
                    221,                0.81567,                 0.4595,                0.94846,                0.86059,                0.65026,                0.75405,                0.54413,                 1.0057,                0.56477,                 1.1451,              0.0011328,              0.0011328,              0.0011328
                    222,                0.80609,                0.45472,                0.94717,                0.90405,                0.62593,                0.75766,                0.55132,                0.99957,                0.57934,                 1.1376,              0.0011288,              0.0011288,              0.0011288
                    223,                0.81178,                0.45549,                0.94687,                0.88999,                0.62981,                0.75657,                0.54676,                0.99885,                0.56987,                  1.132,              0.0011248,              0.0011248,              0.0011248
                    224,                0.81865,                0.46185,                0.94383,                0.88992,                 0.6363,                0.75374,                0.54351,                0.99919,                0.56438,                 1.1421,              0.0011209,              0.0011209,              0.0011209
                    225,                0.80444,                0.45266,                0.94509,                0.87986,                0.64453,                0.75413,                 0.5488,                0.99173,                0.56432,                 1.1278,              0.0011169,              0.0011169,              0.0011169
                    226,                0.81285,                0.45449,                 0.9479,                0.88553,                0.63984,                 0.7559,                0.54563,                 1.0034,                0.55526,                  1.141,               0.001113,               0.001113,               0.001113
                    227,                0.81044,                0.45308,                0.94434,                 0.8752,                0.63622,                0.75087,                0.54512,                  1.003,                 0.5657,                 1.1491,               0.001109,               0.001109,               0.001109
                    228,                0.79871,                0.45339,                0.94801,                0.88176,                0.63389,                0.75356,                  0.545,                 1.0063,                0.56651,                 1.1399,               0.001105,               0.001105,               0.001105
                    229,                0.81532,                0.46166,                 0.9462,                0.87997,                0.63223,                0.75165,                  0.545,                 1.0045,                0.57047,                 1.1455,              0.0011011,              0.0011011,              0.0011011
                    230,                0.80183,                0.44563,                0.94429,                0.89488,                0.63766,                0.75117,                0.54361,                 1.0071,                0.56709,                 1.1444,              0.0010971,              0.0010971,              0.0010971
                    231,                0.80429,                0.45036,                0.94576,                0.88656,                0.63749,                0.74446,                0.54166,                 1.0117,                0.57689,                 1.1497,              0.0010932,              0.0010932,              0.0010932
                    232,                0.80409,                0.44893,                0.94413,                0.87078,                0.64539,                0.75448,                0.54833,                 1.0175,                0.57027,                 1.1665,              0.0010892,              0.0010892,              0.0010892
                    233,                0.80155,                0.44989,                0.94585,                0.88969,                0.62557,                 0.7435,                0.53809,                  1.019,                0.57605,                 1.1588,              0.0010852,              0.0010852,              0.0010852
                    234,                0.81165,                0.45439,                0.93987,                0.90938,                0.63108,                0.75571,                 0.5479,                0.99478,                0.56314,                 1.1359,              0.0010813,              0.0010813,              0.0010813
                    235,                0.80961,                0.45135,                0.94531,                 0.8814,                0.63681,                0.75244,                0.54635,                 1.0053,                0.56883,                 1.1485,              0.0010773,              0.0010773,              0.0010773
                    236,                0.80136,                0.45025,                0.94559,                0.87971,                0.64883,                0.75778,                0.54939,                 1.0043,                0.56161,                 1.1457,              0.0010734,              0.0010734,              0.0010734
                    237,                0.80949,                0.45034,                0.94638,                0.89577,                0.64453,                   0.76,                0.55319,                0.98719,                0.55855,                 1.1247,              0.0010694,              0.0010694,              0.0010694
                    238,                0.80113,                 0.4437,                0.94201,                0.87846,                0.64952,                0.75792,                0.55133,                0.99622,                 0.5676,                 1.1405,              0.0010654,              0.0010654,              0.0010654
                    239,                0.80676,                0.44838,                0.94618,                 0.9075,                0.63458,                0.75642,                0.55141,                0.99285,                0.56274,                 1.1308,              0.0010615,              0.0010615,              0.0010615
                    240,                0.80204,                 0.4451,                0.94054,                0.90407,                0.62848,                0.75298,                0.55112,                0.99793,                0.56263,                 1.1405,              0.0010575,              0.0010575,              0.0010575
                    241,                0.79507,                 0.4421,                0.93774,                0.89495,                0.63309,                0.75309,                0.54811,                  1.005,                0.56787,                 1.1536,              0.0010536,              0.0010536,              0.0010536
                    242,                0.79531,                0.44664,                0.93938,                0.89005,                0.63337,                0.74914,                0.54226,                 1.0103,                0.57718,                 1.1595,              0.0010496,              0.0010496,              0.0010496
                    243,                0.80232,                 0.4446,                0.94018,                0.88239,                0.64682,                0.75733,                0.54771,                 1.0041,                0.55436,                 1.1543,              0.0010456,              0.0010456,              0.0010456
                    244,                0.79951,                0.44254,                0.94638,                0.88363,                0.64196,                0.75126,                0.54387,                  1.016,                0.57339,                 1.1567,              0.0010417,              0.0010417,              0.0010417
                    245,                0.79841,                0.44264,                0.94625,                0.90258,                0.63709,                0.75843,                0.55358,                 1.0017,                0.57589,                 1.1362,              0.0010377,              0.0010377,              0.0010377
                    246,                0.79631,                 0.4467,                0.94229,                0.91172,                0.63051,                0.75507,                0.54894,                 1.0043,                0.56189,                  1.143,              0.0010338,              0.0010338,              0.0010338
                    247,                 0.7943,                0.44283,                0.94428,                0.88151,                 0.6409,                0.75133,                0.54486,                 1.0079,                0.56588,                  1.146,              0.0010298,              0.0010298,              0.0010298
                    248,                0.80554,                0.44741,                0.94348,                0.89506,                0.63423,                0.75173,                0.54707,                 1.0022,                0.56051,                 1.1473,              0.0010258,              0.0010258,              0.0010258
                    249,                 0.8053,                 0.4513,                0.94736,                0.89387,                0.64511,                0.75816,                0.55152,                0.99683,                0.55813,                 1.1337,              0.0010219,              0.0010219,              0.0010219
                    250,                0.80378,                 0.4452,                0.94564,                 0.8916,                0.64596,                0.75693,                0.55322,                0.98533,                0.56649,                 1.1252,              0.0010179,              0.0010179,              0.0010179
                    251,                0.79249,                0.44353,                0.94179,                0.89635,                0.63995,                0.75719,                0.55229,                 1.0006,                 0.5538,                 1.1473,               0.001014,               0.001014,               0.001014
                    252,                0.79201,                0.44114,                0.93944,                0.89608,                0.64196,                0.75848,                0.55381,                0.99705,                 0.5586,                 1.1406,                0.00101,                0.00101,                0.00101
                    253,                0.79403,                0.44252,                0.94114,                0.87012,                0.64997,                0.75508,                0.54763,                 1.0078,                0.56873,                 1.1648,               0.001006,               0.001006,               0.001006
                    254,                0.78266,                0.43896,                 0.9312,                0.87416,                0.63822,                0.74953,                0.54646,                 1.0071,                  0.579,                 1.1526,              0.0010021,              0.0010021,              0.0010021
                    255,                0.79439,                0.43853,                0.94122,                 0.8886,                0.63852,                0.75338,                0.54613,                  1.008,                0.57349,                 1.1421,             0.00099812,             0.00099812,             0.00099812
                    256,                0.78837,                0.43671,                0.93968,                0.89583,                0.63967,                0.75067,                0.54567,                 1.0001,                0.57206,                 1.1351,             0.00099416,             0.00099416,             0.00099416
                    257,                0.78198,                0.43488,                0.93367,                0.87977,                0.64482,                0.75418,                0.54892,                 1.0036,                 0.5649,                 1.1383,              0.0009902,              0.0009902,              0.0009902
                    258,                0.78918,                0.43725,                0.93857,                0.89131,                0.64071,                0.75483,                0.54614,                 1.0047,                0.56869,                 1.1513,             0.00098624,             0.00098624,             0.00098624
                    259,                0.79008,                0.43852,                0.93608,                0.89515,                0.64969,                0.76255,                 0.5549,                0.99223,                0.55533,                 1.1357,             0.00098228,             0.00098228,             0.00098228
                    260,                0.78613,                0.43997,                0.93485,                0.88661,                0.64004,                0.75424,                0.54496,                 1.0066,                0.56388,                 1.1572,             0.00097832,             0.00097832,             0.00097832
                    261,                0.77964,                0.44078,                0.93678,                0.88596,                0.63394,                0.75459,                 0.5465,                  1.005,                0.57042,                  1.149,             0.00097436,             0.00097436,             0.00097436
                    262,                0.78437,                0.43749,                0.93611,                0.88393,                0.64516,                0.76024,                0.55146,                0.99914,                 0.5627,                 1.1434,              0.0009704,              0.0009704,              0.0009704
                    263,                0.78439,                0.43619,                0.93665,                0.89139,                0.64482,                0.75706,                 0.5508,                 1.0027,                0.54802,                 1.1472,             0.00096644,             0.00096644,             0.00096644
                    264,                0.79042,                 0.4367,                0.93754,                0.87853,                0.64997,                0.75464,                0.55007,                 1.0079,                0.55983,                 1.1504,             0.00096248,             0.00096248,             0.00096248
                    265,                0.79047,                0.44024,                0.93762,                0.86262,                0.65197,                0.75687,                0.54922,                 1.0141,                0.56942,                 1.1603,             0.00095852,             0.00095852,             0.00095852
                    266,                0.78428,                 0.4378,                0.93793,                0.88951,                0.64744,                0.76196,                0.54827,                 1.0084,                0.55397,                 1.1485,             0.00095456,             0.00095456,             0.00095456
                    267,                0.78149,                0.43771,                0.93464,                 0.9209,                0.63022,                0.75864,                0.55391,                  1.002,                0.56649,                 1.1455,              0.0009506,              0.0009506,              0.0009506
                    268,                 0.7827,                0.43332,                0.93342,                0.89227,                0.63852,                 0.7532,                0.55021,                 1.0136,                0.57828,                 1.1595,             0.00094664,             0.00094664,             0.00094664
                    269,                0.76515,                 0.4241,                0.93235,                0.86577,                0.64053,                0.74759,                0.54078,                 1.0216,                 0.5755,                 1.1725,             0.00094268,             0.00094268,             0.00094268
                    270,                0.78178,                 0.4316,                0.93536,                0.87992,                0.63967,                0.75398,                0.54846,                 1.0132,                0.56601,                 1.1578,             0.00093872,             0.00093872,             0.00093872
                    271,                0.78319,                0.43591,                0.93227,                0.87998,                0.63791,                0.75451,                0.54884,                 1.0121,                0.56622,                 1.1667,             0.00093476,             0.00093476,             0.00093476
                    272,                 0.7794,                0.43082,                0.93531,                0.87393,                0.65369,                0.76125,                0.55327,                 1.0036,                 0.5596,                  1.155,              0.0009308,              0.0009308,              0.0009308
                    273,                0.77907,                0.43052,                0.93453,                  0.887,                0.63766,                0.75515,                0.54916,                 1.0159,                0.56769,                 1.1542,             0.00092684,             0.00092684,             0.00092684
                    274,                0.77664,                0.43385,                0.93542,                0.88724,                 0.6411,                0.75707,                0.55196,                 1.0003,                0.56896,                 1.1481,             0.00092288,             0.00092288,             0.00092288
                    275,                0.76986,                0.42871,                 0.9321,                0.89509,                 0.6349,                0.75888,                0.55216,                 1.0025,                0.55527,                 1.1454,             0.00091892,             0.00091892,             0.00091892
                    276,                0.77284,                 0.4267,                0.93255,                0.89076,                0.64181,                 0.7569,                 0.5533,                 1.0044,                0.56002,                 1.1497,             0.00091496,             0.00091496,             0.00091496
                    277,                0.77384,                0.43024,                0.93239,                0.88913,                0.64539,                0.74967,                0.54789,                 1.0024,                0.56023,                 1.1541,               0.000911,               0.000911,               0.000911
                    278,                0.77663,                 0.4322,                0.92735,                0.86933,                0.64167,                0.75028,                0.54929,                 1.0083,                0.56808,                 1.1518,             0.00090704,             0.00090704,             0.00090704
                    279,                0.76627,                0.42615,                0.93094,                0.89025,                0.64139,                0.75241,                0.54952,                 1.0013,                0.55768,                 1.1443,             0.00090308,             0.00090308,             0.00090308
                    280,                0.76471,                 0.4286,                0.93135,                0.89434,                0.64224,                0.75683,                0.55167,                 1.0073,                0.55214,                 1.1516,             0.00089912,             0.00089912,             0.00089912
                    281,                0.77184,                0.42717,                0.92971,                0.89326,                0.64396,                 0.7589,                0.55128,                 1.0067,                0.55597,                 1.1555,             0.00089516,             0.00089516,             0.00089516
                    282,                0.76981,                0.42861,                0.92817,                0.88426,                0.64282,                0.75433,                0.54957,                 1.0086,                0.56365,                 1.1483,              0.0008912,              0.0008912,              0.0008912
                    283,                0.77228,                0.42667,                0.93248,                0.87822,                0.65014,                 0.7562,                0.55138,                  1.013,                0.56239,                 1.1583,             0.00088724,             0.00088724,             0.00088724
                    284,                0.76712,                0.42185,                0.92681,                0.87053,                0.65283,                 0.7614,                0.55423,                 1.0104,                0.56882,                  1.156,             0.00088328,             0.00088328,             0.00088328
                    285,                0.77527,                0.42839,                0.93658,                0.87307,                0.65357,                0.75621,                0.54956,                 1.0077,                0.56165,                 1.1611,             0.00087932,             0.00087932,             0.00087932
                    286,                0.76235,                0.41951,                 0.9287,                0.88543,                0.64568,                0.75906,                 0.5505,                 1.0156,                0.55368,                 1.1649,             0.00087536,             0.00087536,             0.00087536
                    287,                0.78131,                0.42934,                0.93309,                0.87056,                0.64969,                0.75525,                0.54727,                 1.0168,                0.55707,                 1.1691,              0.0008714,              0.0008714,              0.0008714
                    288,                0.77004,                0.42375,                0.92843,                 0.8716,                0.64892,                0.75632,                0.54933,                   1.02,                0.55846,                 1.1719,             0.00086744,             0.00086744,             0.00086744
                    289,                0.77141,                0.42775,                0.92976,                0.87813,                0.64752,                0.75658,                0.55143,                 1.0105,                0.56006,                 1.1588,             0.00086348,             0.00086348,             0.00086348
                    290,                 0.7738,                0.42808,                0.92955,                0.87025,                0.64711,                0.75657,                0.54822,                 1.0126,                0.55819,                 1.1618,             0.00085952,             0.00085952,             0.00085952
                    291,                0.76683,                0.42454,                0.92792,                0.88911,                0.63566,                0.75057,                0.54607,                 1.0173,                0.57141,                 1.1686,             0.00085556,             0.00085556,             0.00085556
                    292,                0.76581,                0.42324,                0.92642,                0.88612,                0.64361,                0.75564,                0.54854,                 1.0235,                0.56476,                 1.1632,              0.0008516,              0.0008516,              0.0008516
                    293,                0.76683,                0.42408,                0.93019,                0.87783,                0.65255,                0.75856,                0.54372,                 1.0205,                0.55946,                 1.1716,             0.00084764,             0.00084764,             0.00084764
                    294,                0.76929,                0.42336,                0.92736,                0.87871,                0.64711,                0.75931,                0.55179,                 1.0138,                0.56366,                 1.1596,             0.00084368,             0.00084368,             0.00084368
                    295,                0.76168,                0.42444,                0.92743,                0.88659,                0.63852,                0.75834,                0.55285,                  1.009,                0.56082,                 1.1591,             0.00083972,             0.00083972,             0.00083972
                    296,                0.76578,                 0.4257,                0.92892,                0.87878,                0.65152,                0.75996,                0.55476,                 1.0008,                 0.5508,                 1.1458,             0.00083576,             0.00083576,             0.00083576
                    297,                0.76487,                0.42148,                0.92456,                0.88546,                0.64568,                0.76025,                 0.5527,                 1.0135,                 0.5575,                 1.1539,              0.0008318,              0.0008318,              0.0008318
                    298,                0.75944,                0.41988,                0.92809,                0.89294,                0.63509,                0.75367,                0.55017,                 1.0103,                0.56275,                 1.1539,             0.00082784,             0.00082784,             0.00082784
                    299,                0.76151,                0.41998,                0.92449,                0.87398,                0.64682,                0.75221,                0.54616,                 1.0172,                0.56384,                 1.1612,             0.00082388,             0.00082388,             0.00082388
                    300,                0.75227,                 0.4174,                0.92251,                0.88632,                0.63967,                0.75711,                 0.5469,                 1.0095,                0.55244,                 1.1522,             0.00081992,             0.00081992,             0.00081992
                    301,                0.75547,                0.41719,                0.92498,                0.88973,                0.64081,                0.75615,                0.55093,                 1.0085,                0.55538,                 1.1448,             0.00081596,             0.00081596,             0.00081596
                    302,                0.76496,                0.41743,                0.92809,                0.89749,                0.63898,                0.75933,                0.55439,                 1.0033,                0.55319,                 1.1479,               0.000812,               0.000812,               0.000812
                    303,                0.75779,                0.41567,                0.92498,                0.87874,                0.63995,                0.75435,                0.54915,                 1.0106,                0.55548,                 1.1554,             0.00080804,             0.00080804,             0.00080804
                    304,                0.75691,                0.41741,                0.92156,                0.87696,                0.63967,                0.75156,                0.54746,                 1.0184,                0.56395,                 1.1637,             0.00080408,             0.00080408,             0.00080408
                    305,                0.74993,                0.41521,                0.92482,                0.88313,                0.63798,                0.75238,                0.55049,                 1.0156,                0.56298,                 1.1588,             0.00080012,             0.00080012,             0.00080012
                    306,                0.75055,                0.41408,                0.92481,                 0.8646,                0.64694,                0.75402,                0.54655,                 1.0175,                0.56099,                 1.1607,             0.00079616,             0.00079616,             0.00079616
                    307,                0.75198,                0.41592,                 0.9246,                0.88404,                0.63995,                0.75006,                0.54968,                 1.0091,                0.56875,                 1.1499,              0.0007922,              0.0007922,              0.0007922
                    308,                0.74645,                0.41353,                0.92442,                0.90002,                0.63022,                0.75117,                0.55008,                 1.0073,                0.55729,                 1.1524,             0.00078824,             0.00078824,             0.00078824
