                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.99588,                0.62882,                 1.1883,                0.88859,                0.61105,                0.73851,                0.52947,                0.97154,                0.64916,                 1.2496,              0.0009836,              0.0009836,              0.0009836
                    157,                 1.0249,                0.64581,                 1.2015,                0.87617,                0.62574,                 0.7462,                0.53891,                0.94557,                0.63667,                 1.2292,               0.000977,               0.000977,               0.000977
                    158,                 1.0089,                0.62772,                 1.1936,                0.88716,                0.63228,                0.75056,                0.53719,                0.95611,                0.62434,                 1.2382,              0.0009704,              0.0009704,              0.0009704
                    159,                 1.0046,                0.63378,                 1.1863,                0.88066,                0.62937,                0.74404,                0.53637,                0.95026,                0.62515,                 1.2405,              0.0009638,              0.0009638,              0.0009638
                    160,                 1.0033,                  0.638,                 1.1897,                0.88768,                0.62307,                0.74562,                0.53375,                0.96361,                0.63548,                 1.2473,              0.0009572,              0.0009572,              0.0009572
                    161,                 1.0145,                0.63493,                 1.2004,                0.88045,                0.62994,                 0.7453,                0.53651,                0.95405,                0.62799,                 1.2417,              0.0009506,              0.0009506,              0.0009506
                    162,                 0.9973,                0.62863,                 1.1843,                0.89546,                0.61878,                0.74824,                0.53665,                0.95228,                0.62456,                 1.2352,               0.000944,               0.000944,               0.000944
                    163,                 1.0064,                0.62945,                 1.1885,                0.88875,                0.61505,                0.73966,                0.52805,                0.97074,                0.63811,                 1.2519,              0.0009374,              0.0009374,              0.0009374
                    164,                 0.9916,                0.62031,                 1.1871,                0.89355,                0.61935,                0.74711,                 0.5387,                0.95198,                0.62452,                 1.2426,              0.0009308,              0.0009308,              0.0009308
                    165,                 1.0044,                 0.6294,                 1.1891,                0.88336,                0.62049,                0.74527,                0.53458,                 0.9564,                0.62367,                 1.2418,              0.0009242,              0.0009242,              0.0009242
                    166,                 1.0048,                0.62782,                 1.1845,                0.88785,                0.61305,                0.73921,                0.52664,                 0.9823,                0.65094,                 1.2637,              0.0009176,              0.0009176,              0.0009176
                    167,                0.99146,                0.61993,                 1.1803,                0.88963,                0.62364,                0.74836,                0.53852,                0.95356,                0.61385,                 1.2426,               0.000911,               0.000911,               0.000911
                    168,                 1.0079,                0.63656,                 1.1978,                0.88685,                0.61935,                0.74275,                0.53352,                0.96789,                0.62882,                 1.2534,              0.0009044,              0.0009044,              0.0009044
                    169,                 1.0061,                0.62759,                 1.1936,                 0.8818,                0.62679,                0.74631,                0.53839,                0.94569,                  0.621,                 1.2363,              0.0008978,              0.0008978,              0.0008978
                    170,                0.99882,                0.61833,                 1.1811,                0.88684,                0.63251,                0.75279,                0.54306,                0.94209,                0.62205,                 1.2299,              0.0008912,              0.0008912,              0.0008912
                    171,                0.97579,                0.61026,                 1.1723,                0.88049,                0.63566,                0.74805,                 0.5365,                0.95207,                0.61669,                 1.2485,              0.0008846,              0.0008846,              0.0008846
                    172,                0.98979,                0.61511,                 1.1796,                0.87834,                0.63227,                0.74724,                0.53933,                0.95613,                0.61871,                 1.2456,               0.000878,               0.000878,               0.000878
                    173,                 1.0028,                0.62121,                 1.1822,                0.89053,                0.62707,                0.74751,                0.53603,                0.96476,                0.62111,                 1.2552,              0.0008714,              0.0008714,              0.0008714
                    174,                 1.0062,                0.61941,                 1.1906,                0.89025,                0.63223,                0.75119,                 0.5379,                0.95696,                0.62674,                 1.2419,              0.0008648,              0.0008648,              0.0008648
                    175,                 1.0045,                0.62082,                 1.1909,                0.89836,                0.61763,                0.74553,                0.53307,                0.96959,                0.63139,                 1.2556,              0.0008582,              0.0008582,              0.0008582
                    176,                 1.0075,                0.61969,                 1.1841,                0.88432,                 0.6265,                0.74652,                0.53661,                0.95311,                0.61536,                 1.2431,              0.0008516,              0.0008516,              0.0008516
                    177,                 1.0001,                0.62022,                 1.1904,                0.87484,                0.64414,                0.75346,                0.54417,                0.95172,                0.61097,                 1.2384,               0.000845,               0.000845,               0.000845
                    178,                0.98303,                0.61082,                 1.1721,                0.88835,                0.63223,                0.75135,                0.54181,                0.94515,                0.60839,                 1.2306,              0.0008384,              0.0008384,              0.0008384
                    179,                0.99085,                0.61572,                 1.1816,                0.88543,                0.63194,                0.74891,                0.54115,                0.94205,                0.61404,                 1.2306,              0.0008318,              0.0008318,              0.0008318
                    180,                      1,                0.60881,                 1.1816,                0.87148,                0.64043,                0.75305,                0.54279,                0.95288,                0.61126,                 1.2371,              0.0008252,              0.0008252,              0.0008252
                    181,                0.98494,                0.61328,                 1.1782,                0.87195,                0.63251,                0.74446,                0.53619,                0.95907,                0.61947,                 1.2439,              0.0008186,              0.0008186,              0.0008186
                    182,                0.98275,                 0.6076,                 1.1751,                0.90229,                0.62765,                0.74965,                0.53847,                0.96259,                0.61612,                 1.2439,               0.000812,               0.000812,               0.000812
                    183,                0.98882,                0.60959,                 1.1758,                0.89635,                0.63194,                0.75295,                0.54082,                0.95224,                0.60874,                   1.24,              0.0008054,              0.0008054,              0.0008054
                    184,                 0.9762,                 0.6046,                 1.1634,                0.88481,                0.63194,                0.75112,                  0.539,                0.96204,                0.61842,                 1.2455,              0.0007988,              0.0007988,              0.0007988
                    185,                0.98502,                0.60613,                 1.1716,                0.88524,                0.63141,                0.74924,                0.53834,                0.95778,                0.61575,                 1.2439,              0.0007922,              0.0007922,              0.0007922
                    186,                 0.9773,                0.61288,                 1.1698,                0.89433,                0.62012,                0.74437,                0.53574,                0.96257,                0.63111,                 1.2484,              0.0007856,              0.0007856,              0.0007856
                    187,                0.98653,                 0.6089,                  1.178,                0.89104,                0.63537,                 0.7501,                0.54106,                0.95228,                0.61747,                 1.2392,               0.000779,               0.000779,               0.000779
                    188,                0.98312,                0.61371,                 1.1665,                0.90091,                0.62974,                0.75168,                0.54052,                 0.9612,                0.61485,                 1.2423,              0.0007724,              0.0007724,              0.0007724
                    189,                0.98677,                0.60422,                 1.1759,                0.89176,                0.62958,                0.75104,                0.54062,                0.95708,                0.61306,                 1.2459,              0.0007658,              0.0007658,              0.0007658
                    190,                0.98691,                0.60568,                 1.1637,                0.89446,                0.62582,                0.74781,                0.53833,                0.96065,                0.60959,                 1.2512,              0.0007592,              0.0007592,              0.0007592
                    191,                0.98247,                 0.5954,                 1.1671,                 0.8813,                0.63537,                 0.7525,                0.54305,                0.95071,                 0.6056,                 1.2353,              0.0007526,              0.0007526,              0.0007526
                    192,                0.97301,                0.60088,                 1.1663,                0.89457,                0.62851,                0.74869,                0.54008,                0.95657,                0.60884,                 1.2414,               0.000746,               0.000746,               0.000746
                    193,                0.98285,                0.61151,                 1.1718,                0.89781,                0.61906,                0.74441,                0.53504,                0.96822,                0.62598,                 1.2529,              0.0007394,              0.0007394,              0.0007394
                    194,                0.97309,                0.59706,                 1.1625,                 0.8824,                0.63022,                0.74498,                0.53685,                0.96221,                0.61491,                 1.2474,              0.0007328,              0.0007328,              0.0007328
                    195,                0.96501,                0.59393,                 1.1641,                0.88304,                0.63022,                0.74988,                0.53958,                0.95651,                0.61973,                 1.2418,              0.0007262,              0.0007262,              0.0007262
                    196,                0.97762,                0.59757,                 1.1699,                0.89068,                0.63681,                 0.7546,                0.54614,                0.94042,                0.59738,                 1.2321,              0.0007196,              0.0007196,              0.0007196
                    197,                0.98919,                0.60976,                 1.1788,                0.88816,                0.62221,                0.74659,                0.53589,                0.96341,                0.61832,                 1.2501,               0.000713,               0.000713,               0.000713
                    198,                0.94957,                0.58218,                 1.1488,                0.88971,                0.62803,                0.74799,                0.54097,                 0.9591,                0.61258,                 1.2483,              0.0007064,              0.0007064,              0.0007064
                    199,                0.97184,                0.58858,                 1.1551,                0.88529,                 0.6308,                0.75046,                0.54407,                 0.9459,                 0.6058,                 1.2363,              0.0006998,              0.0006998,              0.0006998
                    200,                 0.9783,                0.61612,                 1.1706,                0.88013,                0.62621,                0.74809,                0.53998,                 0.9527,                0.60712,                 1.2407,              0.0006932,              0.0006932,              0.0006932
                    201,                0.98024,                0.59995,                 1.1711,                0.90646,                0.62765,                0.75225,                0.54508,                0.94286,                0.59551,                 1.2336,              0.0006866,              0.0006866,              0.0006866
                    202,                0.96909,                0.58705,                 1.1639,                0.88433,                 0.6328,                0.75273,                0.54233,                0.95551,                0.60657,                 1.2434,                0.00068,                0.00068,                0.00068
                    203,                0.96917,                0.59206,                 1.1634,                0.88199,                 0.6328,                0.75251,                0.54492,                0.94562,                0.60534,                 1.2379,              0.0006734,              0.0006734,              0.0006734
                    204,                0.96465,                 0.5887,                 1.1613,                0.89115,                0.63029,                0.75227,                0.54166,                0.96327,                0.61248,                 1.2472,              0.0006668,              0.0006668,              0.0006668
                    205,                0.97473,                0.59498,                 1.1626,                0.90621,                0.61668,                0.74702,                0.53847,                0.96578,                0.62036,                 1.2492,              0.0006602,              0.0006602,              0.0006602
                    206,                0.95914,                0.58791,                 1.1545,                0.89239,                 0.6348,                0.75363,                0.54343,                  0.951,                0.59616,                 1.2402,              0.0006536,              0.0006536,              0.0006536
                    207,                0.97022,                0.59593,                 1.1663,                0.88988,                0.62307,                 0.7469,                0.53651,                0.96031,                0.61066,                 1.2472,               0.000647,               0.000647,               0.000647
                    208,                0.95223,                0.58873,                 1.1537,                0.89011,                0.63566,                 0.7545,                0.54624,                0.94378,                0.59717,                 1.2317,              0.0006404,              0.0006404,              0.0006404
                    209,                0.97133,                0.58286,                 1.1578,                 0.8871,                0.63022,                0.75083,                0.53864,                0.96257,                 0.6091,                 1.2541,              0.0006338,              0.0006338,              0.0006338
                    210,                0.96129,                0.58502,                 1.1524,                0.88828,                0.63492,                 0.7559,                0.54197,                0.96636,                0.59654,                 1.2523,              0.0006272,              0.0006272,              0.0006272
                    211,                0.96968,                0.59219,                 1.1634,                0.88335,                0.63137,                0.74793,                0.53869,                0.96099,                0.60741,                 1.2469,              0.0006206,              0.0006206,              0.0006206
                    212,                0.95731,                0.58864,                 1.1479,                0.90307,                0.62736,                0.75499,                 0.5437,                0.95539,                0.59671,                 1.2439,               0.000614,               0.000614,               0.000614
                    213,                0.95968,                0.59146,                 1.1591,                0.88624,                0.63452,                0.75418,                0.54298,                 0.9577,                0.59967,                 1.2449,              0.0006074,              0.0006074,              0.0006074
                    214,                0.95734,                0.58681,                 1.1548,                0.90107,                 0.6265,                0.75247,                0.54018,                0.96899,                0.60395,                 1.2525,              0.0006008,              0.0006008,              0.0006008
                    215,                0.95327,                0.57913,                 1.1551,                 0.8851,                0.64253,                0.75426,                0.54282,                0.96482,                0.60369,                 1.2463,              0.0005942,              0.0005942,              0.0005942
                    216,                0.95089,                0.57997,                 1.1474,                0.89134,                0.63537,                0.75602,                0.54467,                0.95933,                0.59301,                  1.249,              0.0005876,              0.0005876,              0.0005876
                    217,                0.95434,                0.58008,                 1.1428,                0.90155,                0.62765,                0.74852,                0.54301,                0.95331,                0.60583,                  1.236,               0.000581,               0.000581,               0.000581
                    218,                0.95174,                0.57802,                  1.154,                0.90573,                0.62699,                0.74981,                0.54244,                 0.9627,                0.60033,                 1.2487,              0.0005744,              0.0005744,              0.0005744
                    219,                0.95324,                0.57802,                 1.1565,                0.88272,                0.63709,                0.75215,                0.54433,                0.96105,                0.60125,                 1.2487,              0.0005678,              0.0005678,              0.0005678
                    220,                0.95627,                0.57608,                 1.1486,                0.88699,                0.62897,                0.75133,                0.54283,                0.96357,                0.60334,                 1.2511,              0.0005612,              0.0005612,              0.0005612
                    221,                0.95299,                0.58277,                 1.1519,                0.88371,                0.63223,                0.75106,                0.54371,                0.95843,                0.60282,                 1.2453,              0.0005546,              0.0005546,              0.0005546
                    222,                 0.9418,                0.57492,                 1.1442,                 0.8933,                0.62707,                0.74926,                 0.5397,                  0.965,                0.60457,                 1.2511,               0.000548,               0.000548,               0.000548
                    223,                0.95794,                0.57199,                 1.1486,                 0.8725,                0.63623,                0.74963,                0.54438,                0.95619,                0.60164,                 1.2434,              0.0005414,              0.0005414,              0.0005414
                    224,                0.94769,                0.57871,                 1.1526,                0.87005,                0.64003,                0.75212,                0.54461,                0.94868,                0.59549,                  1.236,              0.0005348,              0.0005348,              0.0005348
                    225,                 0.9428,                0.57562,                 1.1473,                0.88882,                0.62393,                0.74779,                0.53663,                0.97869,                0.60784,                 1.2633,              0.0005282,              0.0005282,              0.0005282
                    226,                 0.9446,                 0.5803,                 1.1531,                 0.8848,                0.63306,                 0.7541,                0.54292,                0.95968,                0.59538,                  1.251,              0.0005216,              0.0005216,              0.0005216
                    227,                0.94049,                0.57465,                 1.1511,                0.88734,                0.62822,                0.74906,                0.54218,                0.96304,                0.60068,                 1.2532,               0.000515,               0.000515,               0.000515
                    228,                0.94909,                0.57457,                 1.1425,                0.86928,                0.64167,                0.75203,                0.54262,                0.95807,                 0.5977,                 1.2487,              0.0005084,              0.0005084,              0.0005084
                    229,                0.93949,                0.57502,                 1.1508,                0.89087,                0.63082,                0.75183,                0.54155,                0.95833,                0.59945,                 1.2457,              0.0005018,              0.0005018,              0.0005018
                    230,                0.93261,                0.55808,                  1.136,                0.89347,                0.62892,                0.75338,                0.54327,                 0.9638,                0.59837,                  1.256,              0.0004952,              0.0004952,              0.0004952
                    231,                0.93532,                 0.5606,                 1.1357,                0.87816,                0.63537,                0.75259,                0.54052,                0.96949,                0.59822,                 1.2588,              0.0004886,              0.0004886,              0.0004886
                    232,                0.93354,                0.56733,                 1.1403,                0.90266,                0.62192,                0.74934,                0.54098,                0.96587,                0.60177,                 1.2538,               0.000482,               0.000482,               0.000482
                    233,                0.94752,                0.56423,                 1.1504,                0.88926,                0.62707,                0.74854,                0.54078,                0.96179,                0.60321,                 1.2461,              0.0004754,              0.0004754,              0.0004754
                    234,                0.93618,                0.56745,                 1.1346,                0.87655,                0.62998,                0.74722,                0.53824,                0.97308,                0.60603,                   1.26,              0.0004688,              0.0004688,              0.0004688
                    235,                0.93861,                0.56148,                 1.1421,                0.88138,                0.63373,                0.75087,                0.54131,                0.97118,                0.59933,                 1.2593,              0.0004622,              0.0004622,              0.0004622
                    236,                0.93864,                0.55869,                 1.1421,                0.89678,                0.63022,                0.74911,                0.54071,                0.96552,                0.59923,                 1.2564,              0.0004556,              0.0004556,              0.0004556
                    237,                0.93805,                0.56966,                 1.1454,                 0.8875,                0.62679,                0.74848,                0.53755,                0.97261,                0.60245,                 1.2593,               0.000449,               0.000449,               0.000449
                    238,                0.94854,                0.57027,                 1.1457,                0.87673,                0.62994,                0.74743,                0.53944,                0.96996,                0.60424,                 1.2598,              0.0004424,              0.0004424,              0.0004424
                    239,                0.92676,                0.56142,                 1.1417,                0.87604,                0.63309,                0.75083,                0.53826,                0.97667,                0.60382,                 1.2684,              0.0004358,              0.0004358,              0.0004358
                    240,                0.93854,                0.56754,                 1.1472,                 0.8901,                0.62851,                0.74829,                0.54232,                0.95545,                0.59123,                 1.2516,              0.0004292,              0.0004292,              0.0004292
                    241,                0.93594,                0.55892,                 1.1357,                0.88726,                0.63452,                0.75229,                0.54336,                0.96796,                0.59063,                 1.2613,              0.0004226,              0.0004226,              0.0004226
                    242,                0.93145,                0.55724,                 1.1373,                0.87102,                0.64396,                0.75348,                0.54417,                0.96505,                0.58813,                 1.2552,               0.000416,               0.000416,               0.000416
                    243,                0.93917,                0.56645,                 1.1348,                0.88952,                0.62879,                0.75126,                0.53957,                0.97426,                0.59291,                 1.2654,              0.0004094,              0.0004094,              0.0004094
                    244,                 0.9199,                0.54933,                 1.1391,                0.87954,                 0.6411,                0.75513,                0.54211,                0.96654,                0.59122,                 1.2592,              0.0004028,              0.0004028,              0.0004028
                    245,                0.93805,                0.56035,                 1.1385,                0.89394,                0.63223,                0.74906,                 0.5391,                0.97455,                0.59848,                 1.2654,              0.0003962,              0.0003962,              0.0003962
                    246,                0.93495,                0.56197,                 1.1412,                0.89701,                 0.6265,                0.75228,                0.54188,                 0.9688,                  0.597,                 1.2596,              0.0003896,              0.0003896,              0.0003896
                    247,                0.92857,                0.55978,                 1.1379,                0.87964,                0.62965,                0.74924,                0.54172,                0.96874,                0.60093,                 1.2602,               0.000383,               0.000383,               0.000383
                    248,                0.93102,                0.55757,                 1.1335,                0.88719,                 0.6265,                0.74979,                 0.5396,                0.97144,                0.59772,                 1.2674,              0.0003764,              0.0003764,              0.0003764
                    249,                0.93266,                0.56402,                 1.1377,                0.88755,                0.63022,                 0.7501,                0.54033,                 0.9716,                0.59235,                 1.2651,              0.0003698,              0.0003698,              0.0003698
                    250,                0.93326,                0.55727,                 1.1339,                 0.8886,                0.63165,                0.75429,                0.54322,                0.96952,                0.58971,                 1.2619,              0.0003632,              0.0003632,              0.0003632
                    251,                0.93937,                0.56065,                 1.1326,                 0.8908,                0.62822,                0.74985,                0.54175,                0.96776,                0.59279,                 1.2603,              0.0003566,              0.0003566,              0.0003566
                    252,                0.92959,                0.55298,                 1.1322,                0.88706,                0.62564,                0.74866,                0.53979,                0.97566,                0.59869,                  1.269,                0.00035,                0.00035,                0.00035
                    253,                0.92014,                0.55611,                 1.1307,                0.88932,                0.62679,                0.74801,                0.54144,                0.96884,                0.60147,                 1.2615,              0.0003434,              0.0003434,              0.0003434
                    254,                0.92718,                0.55982,                 1.1401,                 0.8774,                0.63795,                0.75289,                0.54186,                0.96527,                0.58817,                 1.2596,              0.0003368,              0.0003368,              0.0003368
                    255,                0.92607,                0.55563,                 1.1256,                0.89666,                0.63074,                0.75226,                0.54193,                0.96853,                0.59213,                 1.2618,              0.0003302,              0.0003302,              0.0003302
                    256,                 0.9339,                0.55594,                 1.1363,                0.89002,                0.63462,                0.75362,                0.54237,                0.96928,                0.59451,                 1.2581,              0.0003236,              0.0003236,              0.0003236
                    257,                0.92104,                0.55109,                 1.1365,                0.88945,                0.63022,                0.74923,                0.53821,                0.97563,                0.59933,                 1.2639,               0.000317,               0.000317,               0.000317
                    258,                0.92694,                0.55413,                  1.131,                0.88473,                0.62827,                0.75114,                0.54163,                0.97257,                0.59197,                 1.2608,              0.0003104,              0.0003104,              0.0003104
