                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.3284,                 1.0226,                  1.384,                0.80367,                0.50944,                0.61797,                0.42541,                 1.1681,                 1.0651,                 1.3745,              0.0019327,              0.0019327,              0.0019327
                     20,                 1.3061,                 1.0047,                 1.3635,                0.80094,                0.53005,                0.63459,                0.43851,                 1.1394,                 1.0671,                 1.3369,              0.0019287,              0.0019287,              0.0019287
                     21,                  1.308,                 1.0038,                 1.3783,                0.81039,                0.50114,                0.60903,                0.42319,                 1.1585,                 1.0229,                 1.3755,              0.0019248,              0.0019248,              0.0019248
                     22,                 1.2997,                0.98915,                  1.363,                0.78168,                 0.5083,                0.60325,                0.42144,                 1.1817,                 1.0749,                 1.3751,              0.0019208,              0.0019208,              0.0019208
                     23,                 1.2983,                0.97876,                 1.3608,                0.66565,                0.39697,                 0.4637,                0.30277,                 1.4379,                 1.3514,                 1.5803,              0.0019168,              0.0019168,              0.0019168
                     24,                 1.2905,                0.97697,                 1.3601,                0.79457,                0.52473,                0.62893,                0.42579,                 1.1797,                 0.9983,                 1.3778,              0.0019129,              0.0019129,              0.0019129
                     25,                 1.2537,                0.95157,                 1.3324,                0.78293,                0.46308,                0.55932,                 0.3687,                 1.2387,                 1.1844,                 1.4256,              0.0019089,              0.0019089,              0.0019089
                     26,                 1.2778,                0.97038,                 1.3548,                0.78821,                0.54236,                0.64591,                0.44824,                 1.1229,                0.92193,                 1.3136,               0.001905,               0.001905,               0.001905
                     27,                  1.271,                0.95516,                 1.3503,                0.83136,                0.52032,                0.63376,                0.43966,                 1.1138,                0.94859,                 1.3106,               0.001901,               0.001901,               0.001901
                     28,                 1.2312,                0.91421,                 1.3081,                0.79511,                0.50601,                0.60597,                 0.4001,                 1.2409,                 1.0344,                 1.4151,               0.001897,               0.001897,               0.001897
                     29,                 1.2801,                0.95267,                 1.3424,                0.77348,                0.52748,                0.62658,                 0.4456,                 1.0987,                0.97565,                 1.3004,              0.0018931,              0.0018931,              0.0018931
                     30,                 1.2464,                0.92031,                 1.3227,                0.81099,                0.52547,                0.63151,                0.43314,                 1.1741,                0.95693,                 1.3545,              0.0018891,              0.0018891,              0.0018891
                     31,                 1.2513,                0.92873,                 1.3309,                0.79031,                0.53826,                0.63654,                0.45302,                 1.0817,                0.92751,                 1.2982,              0.0018852,              0.0018852,              0.0018852
                     32,                 1.2215,                0.90147,                 1.3052,                0.81332,                0.53434,                0.64568,                0.44916,                 1.0884,                0.91901,                 1.2957,              0.0018812,              0.0018812,              0.0018812
                     33,                 1.2126,                0.89112,                 1.3016,                0.83768,                0.54205,                0.65697,                0.45937,                 1.0704,                0.87759,                  1.286,              0.0018772,              0.0018772,              0.0018772
                     34,                 1.2306,                0.88802,                 1.2989,                0.83436,                0.56239,                0.66904,                0.46993,                  1.062,                0.87298,                 1.2789,              0.0018733,              0.0018733,              0.0018733
                     35,                 1.2153,                0.88532,                 1.2994,                0.82014,                 0.5518,                0.65943,                0.46921,                 1.0498,                0.88171,                 1.2655,              0.0018693,              0.0018693,              0.0018693
                     36,                 1.2104,                0.89255,                 1.2979,                0.81215,                0.54207,                0.64559,                0.44384,                 1.1356,                0.91872,                 1.3454,              0.0018654,              0.0018654,              0.0018654
                     37,                 1.2151,                0.88174,                 1.3031,                 0.8396,                0.55066,                0.66589,                0.46191,                 1.0877,                0.85749,                 1.2955,              0.0018614,              0.0018614,              0.0018614
                     38,                  1.202,                0.86748,                 1.2828,                0.79911,                0.54035,                0.64333,                0.44354,                  1.117,                0.91615,                 1.3198,              0.0018574,              0.0018574,              0.0018574
                     39,                 1.1941,                0.87027,                 1.2961,                0.78827,                0.50401,                0.59712,                0.40733,                 1.1684,                0.97384,                 1.3682,              0.0018535,              0.0018535,              0.0018535
                     40,                 1.1947,                0.86568,                 1.2761,                0.82814,                0.55381,                0.66635,                0.46835,                 1.0542,                0.85152,                 1.2691,              0.0018495,              0.0018495,              0.0018495
                     41,                 1.1929,                0.85132,                 1.2767,                0.82158,                0.55438,                0.66724,                 0.4646,                 1.0821,                0.86258,                 1.2856,              0.0018456,              0.0018456,              0.0018456
                     42,                 1.1713,                0.83411,                 1.2658,                0.78729,                0.47109,                0.56978,                0.39157,                 1.1832,                 1.0059,                 1.3695,              0.0018416,              0.0018416,              0.0018416
                     43,                 1.1912,                 0.8496,                 1.2789,                0.85147,                0.55409,                0.67813,                0.48633,                 1.0075,                0.81559,                 1.2376,              0.0018376,              0.0018376,              0.0018376
                     44,                 1.1653,                0.83196,                 1.2662,                0.83309,                0.55426,                0.67006,                0.47985,                 1.0156,                0.85764,                 1.2443,              0.0018337,              0.0018337,              0.0018337
                     45,                 1.1777,                0.83933,                 1.2671,                 0.8568,                0.55823,                0.68037,                0.47852,                 1.0247,                 0.8172,                 1.2494,              0.0018297,              0.0018297,              0.0018297
                     46,                 1.1794,                0.84539,                 1.2607,                0.82858,                0.56027,                 0.6738,                0.48406,                 1.0218,                0.85057,                 1.2462,              0.0018258,              0.0018258,              0.0018258
                     47,                 1.1679,                0.83753,                 1.2668,                0.83898,                0.56898,                0.67479,                0.47946,                 1.0303,                 0.8284,                 1.2414,              0.0018218,              0.0018218,              0.0018218
                     48,                 1.1875,                0.85408,                 1.2704,                0.83725,                 0.5498,                 0.6703,                0.46689,                 1.0758,                0.84048,                 1.2745,              0.0018178,              0.0018178,              0.0018178
                     49,                 1.1693,                0.83067,                 1.2689,                0.83848,                0.57155,                0.68885,                0.48897,                 1.0235,                0.79946,                 1.2447,              0.0018139,              0.0018139,              0.0018139
                     50,                 1.1574,                0.81467,                 1.2612,                0.83617,                0.53377,                0.65202,                0.45515,                 1.0834,                0.85865,                 1.2901,              0.0018099,              0.0018099,              0.0018099
                     51,                 1.1622,                0.82949,                 1.2592,                0.85733,                0.56869,                0.68978,                 0.5024,                 1.0003,                0.80346,                 1.2276,               0.001806,               0.001806,               0.001806
                     52,                 1.1577,                0.82351,                 1.2632,                0.85111,                0.57785,                0.68676,                0.48942,                 1.0299,                0.79306,                 1.2285,               0.001802,               0.001802,               0.001802
                     53,                 1.1537,                0.82207,                 1.2553,                0.85375,                0.58185,                0.69613,                0.50257,                0.98479,                0.78265,                 1.2106,               0.001798,               0.001798,               0.001798
                     54,                 1.1528,                0.81142,                 1.2583,                0.81535,                0.56125,                0.67197,                0.46634,                 1.0647,                0.83627,                 1.2738,              0.0017941,              0.0017941,              0.0017941
                     55,                 1.1506,                0.80648,                 1.2542,                0.84755,                0.58185,                0.69206,                0.49736,                0.97334,                0.78247,                 1.2153,              0.0017901,              0.0017901,              0.0017901
                     56,                 1.1367,                0.80038,                 1.2487,                0.85781,                0.55066,                0.67748,                0.48661,                0.99674,                0.79442,                 1.2326,              0.0017862,              0.0017862,              0.0017862
                     57,                 1.1527,                0.79753,                 1.2525,                0.86233,                0.58386,                0.69818,                0.50027,                 1.0013,                0.76796,                 1.2238,              0.0017822,              0.0017822,              0.0017822
                     58,                 1.1442,                0.80429,                 1.2517,                0.84943,                0.56898,                0.69177,                0.49324,                0.97851,                0.78414,                  1.224,              0.0017782,              0.0017782,              0.0017782
                     59,                 1.1484,                0.80289,                 1.2485,                0.84374,                0.55325,                0.67426,                0.47256,                 1.0498,                0.81485,                 1.2774,              0.0017743,              0.0017743,              0.0017743
                     60,                 1.1333,                 0.7928,                 1.2425,                0.87254,                0.58071,                0.70285,                0.50602,                 1.0046,                0.83793,                 1.2254,              0.0017703,              0.0017703,              0.0017703
                     61,                 1.1444,                0.80316,                 1.2526,                0.85678,                0.57642,                0.69119,                 0.4848,                 1.0428,                0.80614,                 1.2534,              0.0017664,              0.0017664,              0.0017664
                     62,                 1.1194,                0.78137,                 1.2339,                0.85124,                0.55848,                 0.6798,                0.48194,                 1.0179,                 0.8043,                 1.2444,              0.0017624,              0.0017624,              0.0017624
                     63,                   1.14,                0.79079,                 1.2466,                0.84753,                0.57327,                0.68718,                0.48689,                 1.0028,                0.77656,                 1.2527,              0.0017584,              0.0017584,              0.0017584
                     64,                 1.1203,                0.77757,                 1.2381,                0.84404,                0.57098,                0.69045,                0.48989,                 1.0034,                0.77492,                 1.2277,              0.0017545,              0.0017545,              0.0017545
                     65,                 1.1343,                0.78779,                 1.2378,                0.86286,                0.57985,                0.69834,                0.50429,                0.97394,                0.75787,                 1.2165,              0.0017505,              0.0017505,              0.0017505
                     66,                 1.1165,                0.77564,                 1.2297,                0.84408,                0.58901,                0.69713,                0.48984,                0.99605,                0.77924,                  1.219,              0.0017466,              0.0017466,              0.0017466
                     67,                 1.1259,                0.77321,                 1.2365,                0.85338,                0.57956,                0.69741,                0.49891,                0.98439,                0.76656,                 1.2152,              0.0017426,              0.0017426,              0.0017426
                     68,                 1.1173,                0.76936,                 1.2313,                0.84033,                0.58243,                0.69749,                0.50143,                0.97488,                 0.7595,                 1.2117,              0.0017386,              0.0017386,              0.0017386
                     69,                 1.1173,                0.77028,                 1.2217,                 0.8445,                0.58131,                0.69839,                0.49945,                0.99119,                0.77563,                 1.2246,              0.0017347,              0.0017347,              0.0017347
                     70,                 1.1308,                0.77934,                 1.2319,                0.86916,                0.56847,                0.69212,                0.51028,                0.95584,                 0.7831,                 1.1929,              0.0017307,              0.0017307,              0.0017307
                     71,                  1.115,                0.76695,                 1.2257,                0.86173,                0.59101,                0.71072,                0.50822,                0.97824,                0.76082,                 1.2108,              0.0017268,              0.0017268,              0.0017268
                     72,                 1.1135,                0.76629,                 1.2269,                0.84646,                0.58014,                0.69717,                0.49441,                0.98946,                0.79261,                 1.2222,              0.0017228,              0.0017228,              0.0017228
                     73,                 1.1166,                0.77519,                 1.2361,                0.84345,                0.59073,                0.70535,                0.50815,                0.96332,                0.74234,                 1.2018,              0.0017188,              0.0017188,              0.0017188
                     74,                 1.1096,                0.76448,                 1.2311,                0.87001,                0.58997,                0.71124,                0.51374,                0.97614,                0.73997,                 1.2066,              0.0017149,              0.0017149,              0.0017149
                     75,                 1.1132,                0.76726,                 1.2313,                0.84048,                0.55381,                0.67781,                0.47845,                 1.0294,                0.78154,                 1.2594,              0.0017109,              0.0017109,              0.0017109
                     76,                 1.1247,                0.77013,                 1.2302,                 0.8619,                0.58185,                0.69908,                0.50709,                0.96274,                0.75066,                 1.1952,               0.001707,               0.001707,               0.001707
                     77,                 1.1177,                0.76435,                 1.2274,                0.86138,                0.60074,                0.71807,                0.51472,                0.96013,                0.72234,                 1.2094,               0.001703,               0.001703,               0.001703
                     78,                 1.1046,                0.75684,                 1.2289,                0.86135,                0.55409,                0.67727,                0.48556,                0.99671,                 0.7879,                 1.2254,               0.001699,               0.001699,               0.001699
                     79,                 1.1203,                0.76763,                 1.2178,                0.83934,                 0.5913,                0.70179,                0.50118,                0.98955,                0.74578,                 1.2141,              0.0016951,              0.0016951,              0.0016951
                     80,                 1.0998,                0.75323,                 1.2158,                 0.8562,                0.59388,                 0.7085,                0.51425,                0.94965,                0.73173,                 1.1863,              0.0016911,              0.0016911,              0.0016911
                     81,                 1.1019,                0.75364,                 1.2176,                0.80965,                0.54121,                 0.6487,                0.44325,                 1.1066,                0.86997,                 1.3426,              0.0016872,              0.0016872,              0.0016872
                     82,                  1.091,                0.74792,                  1.212,                0.87429,                0.59616,                0.71485,                0.52281,                0.93726,                0.72039,                 1.1776,              0.0016832,              0.0016832,              0.0016832
                     83,                 1.0945,                0.75183,                 1.2166,                0.84336,                0.59018,                0.70157,                0.49653,                 1.0146,                0.75869,                 1.2327,              0.0016792,              0.0016792,              0.0016792
                     84,                 1.1009,                 0.7476,                 1.2137,                0.83168,                0.54322,                0.65669,                0.45489,                  1.096,                0.83221,                 1.3107,              0.0016753,              0.0016753,              0.0016753
                     85,                 1.1224,                0.76892,                 1.2313,                0.86612,                0.59806,                0.71429,                0.51601,                0.96134,                0.73368,                 1.1941,              0.0016713,              0.0016713,              0.0016713
                     86,                 1.0945,                0.73912,                 1.2025,                0.86389,                0.60129,                0.71761,                 0.5122,                0.97844,                0.72322,                 1.2081,              0.0016674,              0.0016674,              0.0016674
                     87,                 1.0863,                0.73567,                 1.2102,                0.87653,                0.60246,                0.72176,                0.52205,                0.94708,                0.70436,                 1.1859,              0.0016634,              0.0016634,              0.0016634
                     88,                 1.0852,                0.73139,                 1.2029,                0.86423,                0.59389,                0.71288,                0.50546,                0.98703,                 0.7284,                 1.2279,              0.0016594,              0.0016594,              0.0016594
                     89,                 1.1045,                0.73499,                 1.2146,                0.86574,                0.59015,                 0.7066,                0.50269,                0.98599,                0.72947,                 1.2249,              0.0016555,              0.0016555,              0.0016555
                     90,                  1.107,                0.74961,                 1.2174,                0.85236,                0.58872,                0.70321,                0.51359,                0.93348,                0.72129,                 1.1821,              0.0016515,              0.0016515,              0.0016515
                     91,                 1.0896,                0.74072,                  1.221,                0.86541,                0.56955,                0.69089,                0.48679,                 1.0242,                0.76452,                 1.2519,              0.0016476,              0.0016476,              0.0016476
                     92,                 1.0938,                0.73933,                 1.2098,                0.84863,                0.58844,                0.70468,                0.49713,                 1.0136,                0.73575,                 1.2347,              0.0016436,              0.0016436,              0.0016436
                     93,                 1.0896,                0.72456,                 1.2045,                 0.8677,                0.59187,                0.71156,                0.51103,                0.97122,                0.71174,                 1.2158,              0.0016396,              0.0016396,              0.0016396
                     94,                 1.0841,                0.72408,                 1.2024,                0.85414,                0.58472,                 0.7024,                0.50297,                0.97072,                0.72527,                 1.2085,              0.0016357,              0.0016357,              0.0016357
                     95,                 1.0834,                0.71862,                 1.1942,                 0.8701,                0.60189,                0.71689,                0.51705,                0.96302,                0.73289,                   1.19,              0.0016317,              0.0016317,              0.0016317
                     96,                 1.0779,                0.72767,                 1.2024,                0.86064,                0.60978,                 0.7211,                0.51253,                0.97148,                0.70883,                  1.208,              0.0016278,              0.0016278,              0.0016278
                     97,                 1.0648,                 0.7159,                 1.1944,                0.86801,                0.61133,                0.72163,                0.52113,                0.94275,                0.67952,                 1.1902,              0.0016238,              0.0016238,              0.0016238
                     98,                 1.0739,                0.71723,                 1.1945,                0.86448,                0.60418,                0.72269,                0.51922,                0.95674,                0.69272,                 1.1955,              0.0016198,              0.0016198,              0.0016198
                     99,                 1.0613,                0.71518,                 1.1905,                0.85474,                0.59588,                0.71253,                 0.5095,                0.97689,                0.71693,                  1.207,              0.0016159,              0.0016159,              0.0016159
                    100,                  1.074,                0.71802,                  1.203,                0.84673,                0.60647,                0.71629,                0.51399,                0.96736,                0.70448,                  1.205,              0.0016119,              0.0016119,              0.0016119
                    101,                 1.0692,                0.72764,                 1.2075,                0.87146,                0.58406,                0.70457,                0.50481,                 0.9689,                0.72594,                 1.1973,               0.001608,               0.001608,               0.001608
                    102,                 1.0654,                0.70415,                 1.1908,                0.87264,                0.61362,                0.72925,                 0.5268,                0.93929,                0.67714,                 1.1871,               0.001604,               0.001604,               0.001604
                    103,                 1.0771,                0.71192,                 1.1963,                0.84919,                 0.5996,                  0.713,                0.51621,                0.96089,                0.70597,                 1.1987,                 0.0016,                 0.0016,                 0.0016
                    104,                 1.0626,                0.71046,                  1.186,                0.87563,                0.62049,                0.73375,                0.52812,                0.93971,                0.67707,                 1.1808,              0.0015961,              0.0015961,              0.0015961
                    105,                 1.0687,                0.70898,                  1.186,                0.86481,                 0.6005,                0.71574,                0.51381,                0.98009,                0.70772,                    1.2,              0.0015921,              0.0015921,              0.0015921
                    106,                 1.0641,                0.70879,                 1.1914,                0.86273,                0.61105,                0.72295,                0.52161,                0.94992,                0.68503,                 1.1835,              0.0015882,              0.0015882,              0.0015882
                    107,                 1.0515,                0.70463,                 1.1969,                 0.8623,                0.60041,                0.70998,                0.50592,                0.98589,                0.71887,                 1.2145,              0.0015842,              0.0015842,              0.0015842
                    108,                 1.0945,                0.72967,                 1.2138,                0.88367,                0.60074,                0.72527,                0.52721,                0.93705,                0.69131,                   1.18,              0.0015802,              0.0015802,              0.0015802
                    109,                 1.0691,                0.71365,                 1.1973,                0.88441,                0.61935,                0.73091,                0.52789,                0.93035,                0.67048,                 1.1807,              0.0015763,              0.0015763,              0.0015763
                    110,                 1.0721,                0.70151,                  1.192,                0.87873,                0.61248,                 0.7228,                0.52325,                0.94762,                0.67717,                 1.1821,              0.0015723,              0.0015723,              0.0015723
                    111,                 1.0626,                0.70249,                 1.2002,                0.85666,                0.60733,                0.71693,                0.51782,                0.94146,                0.69432,                 1.1838,              0.0015684,              0.0015684,              0.0015684
                    112,                 1.0637,                0.69643,                 1.1887,                0.88563,                0.62106,                0.73598,                0.53385,                0.93772,                0.66946,                 1.1764,              0.0015644,              0.0015644,              0.0015644
                    113,                 1.0481,                0.69566,                 1.1793,                0.86651,                0.61248,                0.71944,                0.51923,                0.97415,                0.69928,                 1.2092,              0.0015604,              0.0015604,              0.0015604
                    114,                 1.0598,                0.69843,                 1.1918,                0.87223,                0.60177,                0.71939,                 0.5174,                 0.9422,                0.69612,                 1.1825,              0.0015565,              0.0015565,              0.0015565
                    115,                 1.0463,                0.68539,                 1.1771,                 0.8581,                0.57355,                0.68889,                0.47993,                 1.0521,                   0.74,                 1.2694,              0.0015525,              0.0015525,              0.0015525
                    116,                 1.0556,                0.70093,                 1.1839,                0.87961,                0.59845,                 0.7177,                0.51522,                0.97695,                 0.6889,                 1.2111,              0.0015486,              0.0015486,              0.0015486
                    117,                 1.0516,                0.69754,                 1.1817,                0.85736,                 0.6099,                 0.7212,                0.51639,                 0.9682,                0.71314,                 1.2008,              0.0015446,              0.0015446,              0.0015446
                    118,                 1.0485,                0.69661,                 1.1846,                0.88269,                0.60847,                0.72564,                0.52812,                 0.9267,                0.67749,                 1.1724,              0.0015406,              0.0015406,              0.0015406
                    119,                 1.0567,                0.69762,                 1.1889,                0.86666,                0.59502,                0.71052,                0.50486,                0.98267,                0.69983,                 1.2142,              0.0015367,              0.0015367,              0.0015367
                    120,                 1.0437,                0.67864,                 1.1793,                0.87506,                0.61849,                  0.729,                0.52888,                  0.926,                0.66321,                 1.1713,              0.0015327,              0.0015327,              0.0015327
                    121,                 1.0486,                0.69004,                  1.184,                0.87617,                0.61276,                0.72379,                0.52931,                 0.9258,                 0.6841,                 1.1627,              0.0015288,              0.0015288,              0.0015288
                    122,                 1.0709,                0.70561,                  1.184,                 0.8828,                0.61706,                 0.7302,                0.52908,                0.94215,                 0.6708,                 1.1773,              0.0015248,              0.0015248,              0.0015248
                    123,                 1.0565,                 0.6944,                 1.1822,                0.86047,                0.59834,                0.71389,                0.51447,                0.97326,                0.69979,                 1.1985,              0.0015208,              0.0015208,              0.0015208
                    124,                 1.0373,                0.68738,                 1.1717,                0.87839,                0.61399,                0.73169,                0.53677,                0.92935,                0.67299,                 1.1716,              0.0015169,              0.0015169,              0.0015169
                    125,                 1.0543,                0.69522,                 1.1863,                0.85561,                0.62413,                0.73081,                0.52857,                0.94747,                0.67411,                 1.1859,              0.0015129,              0.0015129,              0.0015129
                    126,                 1.0475,                0.68486,                 1.1813,                0.88419,                0.60189,                0.72587,                0.52345,                0.95837,                0.68775,                 1.1968,               0.001509,               0.001509,               0.001509
                    127,                 1.0493,                0.69054,                 1.1833,                0.87815,                0.60438,                0.72301,                0.52419,                0.94222,                0.67661,                 1.1869,               0.001505,               0.001505,               0.001505
                    128,                 1.0553,                0.68436,                  1.182,                0.86217,                0.61048,                0.72735,                0.52471,                0.94474,                0.66934,                 1.1847,               0.001501,               0.001501,               0.001501
                    129,                 1.0484,                0.68917,                 1.1819,                 0.8752,                0.61591,                0.72912,                0.52968,                0.94764,                0.67877,                 1.1862,              0.0014971,              0.0014971,              0.0014971
                    130,                 1.0487,                0.69143,                 1.1796,                0.88686,                0.61696,                0.73604,                0.53545,                0.92966,                0.67095,                 1.1696,              0.0014931,              0.0014931,              0.0014931
                    131,                 1.0409,                0.67671,                 1.1797,                0.87853,                0.61849,                   0.73,                0.52736,                0.93331,                 0.6698,                  1.179,              0.0014892,              0.0014892,              0.0014892
                    132,                 1.0458,                0.69614,                 1.1785,                  0.885,                0.60275,                0.72438,                0.52777,                 0.9383,                0.68206,                 1.1834,              0.0014852,              0.0014852,              0.0014852
                    133,                 1.0533,                0.68663,                 1.1764,                0.88874,                0.62185,                0.73425,                0.53268,                0.93819,                0.66406,                 1.1774,              0.0014812,              0.0014812,              0.0014812
                    134,                 1.0356,                0.68322,                 1.1757,                0.88118,                0.59416,                0.72012,                0.51426,                 0.9904,                0.69568,                 1.2127,              0.0014773,              0.0014773,              0.0014773
                    135,                 1.0381,                0.67072,                 1.1771,                0.86503,                 0.6079,                0.72129,                0.51545,                0.96301,                0.68065,                 1.1915,              0.0014733,              0.0014733,              0.0014733
                    136,                  1.043,                0.67477,                 1.1797,                0.90382,                0.60246,                 0.7284,                0.52929,                0.92326,                0.65854,                  1.169,              0.0014694,              0.0014694,              0.0014694
                    137,                 1.0469,                0.67794,                  1.174,                0.88552,                 0.5976,                0.71805,                0.51683,                0.95881,                 0.6836,                 1.1932,              0.0014654,              0.0014654,              0.0014654
                    138,                 1.0411,                0.67423,                 1.1745,                0.89357,                0.62221,                0.74121,                0.53821,                0.92737,                0.64964,                 1.1697,              0.0014614,              0.0014614,              0.0014614
                    139,                 1.0371,                0.67216,                 1.1722,                0.88523,                0.61763,                0.73414,                0.53166,                0.94241,                0.65842,                 1.1796,              0.0014575,              0.0014575,              0.0014575
                    140,                 1.0347,                0.66578,                 1.1727,                0.86492,                0.61591,                0.73372,                0.52406,                0.96516,                0.66489,                 1.2028,              0.0014535,              0.0014535,              0.0014535
                    141,                 1.0329,                0.66703,                 1.1668,                0.87745,                0.61683,                0.73585,                0.53968,                0.91884,                0.65514,                 1.1657,              0.0014496,              0.0014496,              0.0014496
                    142,                   1.04,                0.67109,                 1.1745,                0.86841,                0.61963,                0.73037,                0.52896,                0.94153,                0.65895,                 1.1829,              0.0014456,              0.0014456,              0.0014456
                    143,                 1.0395,                0.67763,                 1.1811,                0.87965,                0.61714,                0.73674,                0.53352,                0.93935,                0.65194,                 1.1731,              0.0014416,              0.0014416,              0.0014416
                    144,                 1.0263,                0.66024,                 1.1775,                0.87596,                0.62052,                0.73592,                0.53088,                0.94316,                0.65504,                 1.1811,              0.0014377,              0.0014377,              0.0014377
                    145,                 1.0265,                0.65802,                 1.1654,                0.88257,                0.61992,                 0.7316,                0.52849,                0.94699,                0.66257,                 1.1829,              0.0014337,              0.0014337,              0.0014337
                    146,                 1.0333,                0.66681,                 1.1604,                 0.8911,                0.61357,                0.73637,                 0.5388,                0.91877,                0.63991,                 1.1674,              0.0014298,              0.0014298,              0.0014298
                    147,                 1.0357,                 0.6603,                  1.166,                0.87188,                0.62021,                0.73261,                0.52969,                0.94336,                0.66039,                 1.1778,              0.0014258,              0.0014258,              0.0014258
                    148,                 1.0157,                0.65434,                 1.1582,                0.89253,                0.59874,                 0.7293,                0.51923,                0.96863,                0.67487,                 1.2011,              0.0014218,              0.0014218,              0.0014218
                    149,                 1.0146,                 0.6563,                 1.1625,                0.89454,                 0.6142,                0.73458,                0.53847,                0.92699,                0.64698,                 1.1691,              0.0014179,              0.0014179,              0.0014179
                    150,                  1.018,                0.65411,                 1.1604,                0.87801,                  0.618,                 0.7383,                0.53454,                0.92718,                0.64906,                 1.1675,              0.0014139,              0.0014139,              0.0014139
                    151,                 1.0289,                 0.6568,                 1.1693,                0.88243,                0.61653,                0.73854,                0.53322,                0.95211,                0.64836,                 1.1871,                0.00141,                0.00141,                0.00141
                    152,                 1.0294,                0.66553,                 1.1711,                0.88541,                0.61191,                0.73601,                0.53108,                0.94349,                0.65433,                 1.1789,               0.001406,               0.001406,               0.001406
                    153,                 1.0281,                 0.6593,                 1.1628,                0.86285,                 0.5996,                0.71602,                0.50797,                0.98336,                0.69222,                 1.2144,               0.001402,               0.001402,               0.001402
                    154,                 1.0291,                0.65458,                 1.1721,                0.87122,                0.62155,                0.73244,                0.53199,                0.93499,                0.64944,                 1.1716,              0.0013981,              0.0013981,              0.0013981
                    155,                 1.0256,                0.65496,                 1.1605,                0.87075,                0.62278,                0.73286,                0.53261,                0.93912,                0.64692,                 1.1801,              0.0013941,              0.0013941,              0.0013941
